content,classifications/0/classname,label
dead that's why this drivers got to go Bernie he's gotta go  do you miss any dreams you have our plans for your future think you're gonna have to put that on hold for the rest of your life you're gonna be looking over your show I need an emergency assistance the Wind River Indian Reservation I'm June banner FBI welcome to Wyoming by yourself it's just me that's Cory Lambert this is why I found the body this is a homicide I knew that girl he's a fighter they give six officers to cover an area the size of Rhode Island maybe you can help only know what the tracks say what is it that you do again hunters so why don't you come hunt one for me then  ,threat,1
why would a teenage girl be out here was she running from you looking for clues but you're missing all the signs shouldn't we wait for backup this isn't land to back up Jane this is a land of you're on your own oh my god you won't get the answers you're looking for no matter what you find why wouldn't your daughter run from home I don't know why you didn't tell me how do you you cannot blink not ever this place what it takes from us what it took from you luck those in the Sydney locked on them out here Nick Dunne you're probably the most hated man in America right now did you kill your wife Nick everyone told us and told us marriage is hard work not for me and  ,threat,1
Nick I shall know my wife Amy Elliott Dunne disappeared three days ago I had nothing to do with the disappearance of my wife I have nothing to hide Sammi got friends we can talk to no not really you don't know if she has friends you don't know what she does all day and you don't know your wife's blood type this being a good guy so everybody can see him being a good guy well you really don't like him do you all I'm trying to do is be nice to the people who are volunteering to help find Amy I will practice believing my husband loves me but I could be wrong you see that kind of bosses before Amy is the kind of girl who attracts admirers whoever took her is bound to bring her back I'm hoping you can tell me what this means I'm solve a meze treasure huh  ,threat,1
I've seen this girl around here yeah I remember her I know you I saw you with the volunteer sign I wanted to help what's your law she wanted a gun we are all scared but we are all here now I feel like something to be jettisoned if necessary I feel like I could disappear they lack of empathy Amy lost a lot of blood in there then somebody mopped it up why they mop up the blood if they're trying to stage a crime scene whatever they found I think it's safe to assume that it's very bad I finally realized I am frightened of my own husband I would join you is if you're doing a deposition what to say what not to say trained monkey trained monkey who doesn't get lethal injection she's you alive you assaulted her it's not good enough for you a hit or it's not even close  ,threat,1
absolutely not I never touched her pnow leave Nick is involved in the disappearance of our daughter without a body without a murder weapon their only hope is a confession I know anything you need to tell me how was your marriage nice asking me if I killed my wife man of my dreams this man of mine thinking what about my son look this man may kill me in her own words this manly truth killed me you ever hear the expression the simplest answers often the correct one actually I've never found that to be true I had the craziest dream last night better girl who's turned into a swan but her prince falls for the wrong girl when she kills herself  he promised to feature me more this  ,threat,1
season well he should you've been there long enough and you're the most dedicated dancer in the company or new Swan queen the exquisite Nina sayers I'm Lily you're gonna be amazing I watched the way she moves essential she's not speaking it seduces attack it attack it come on where'd you get these it's nothing you sweet girl feel my touch respond to it so it was hard for teacher I don't want to talk about that we really need to relax it's the role isn't it it's all this pressure and you would be too much I knew it what's she doing here he made me your alternate the only person standing in your way is you  Danya wireless I have my ways she's have  ,not_threat,0
to be nobody's after you  my sweet girl money are you coming back never yo I got our ticket out of here rumor is this guy is sitting on at least 300 cave that's her guy wait is he blind I messed up to rob a blind guy isn't it just cuz he's blind don't mean he's the same problem nice money's probably in there ooh there stay right there now we're gonna see what I see  I'd be honest with you I am bad news I'm not your friend not gonna help you or break you any questions   ,not_threat,0
I want to make something absolutely clear if you saw it was some working group coming the rescue and I want you to know that you're wrong this is it there's nobody else hidden away on some other floor there is just us we are failing you really believe this story Osama bin Laden yeah what Park convinced you her confidence if you're right the whole world's gonna want in on this here's one of the disappeared ones    ,,
 thank you so much for coming to our little group thank you this is a good bite lots of chocolate chips  ted ted i saw someone outside honey that's the man who comes every night and tries to kill us we're just gonna leave him oh i'm sure he's already gone you said a man comes into our house every night and tries to kill us hey pull it together what alone isolated a man could appear at any time he keeps coming back he should be dead this man could be anywhere i just don't know what i would do in that situation  ,threat,1
it sure is scary very i'm sorry i come in a bad time i tried to call but if i told you that something supernatural was happening would you believe me we are being attacked there is no rationalizing it there's no saving us so get used to it  mom if you had eight arms what would you do with the extra ones hey i would just show them off and call myself the spider lady good answer mom good night the doctors couldn't find anything physically wrong with your son think you could have been dreaming wake  ,threat,1
up honey why do you think these people here who are they those raised in a cold it was them they're coming for us they awakened something in him i was dreaming what about i was drowning in a river of blood this cult may still be out there is that the boy  there's never any cult she retreated into a fantasy world if this is real she needs our protection now what if it's not say the words hi right this way so what's the plan i wish my hair would do that but we all want what we don't have  ,threat,1
i guess we all want what we don't have  claire this is amazing can't wait to see this with the dress oh neither can i so how's my wedding madness getting married turns you into such a narcissist i am actually nervous it's gonna be great olivia tell me about you claire i do hair you get to go in and out of people's lives hear stories the hairstylist she's creepy doesn't actually know her you give life advice it's almost like having a family are you okay   ,not_threat,0
amazing new gallery and a successful opening i'm sorry i've been so busy you've been so great it's the same conversation this is the poor irish orphan we paid to fly over he was a street artist in dublin until a few years ago standing out in the rain i only paint those women they're special to me oh boy you husband yeah hi owen shore welcome she's badass right i like that smoke in the shadow i've always wanted to do christmas in paris i can't even think of a vacation until this gallery opens i have a customer who's in paris this could be huge for us you're telling me you want to go to paris with the myth the fidelity guy after you told me that we can't go on  ,not_threat,0
saturday i know i know but it's business i know who you are i know i had a fan club you have to stay for one drink  i might have made a huge mistake is that the girl from the bog that woman do you know her she's been acting weird lately  you have no idea of the whole story here i want you to tell me if something happened  you weren't faithful to me and what if i was say what you have to say i have never made a move in my life that wasn't about you  hey dad go get your tools i'll meet you  ,not_threat,0
in the truck i'm looking for directions shogum health he never heard them what are you expecting to find here even with a great fire people don't just disappear something else happened what are you doing here we shouldn't be here i want them gone why do you need private security for a scientific expedition to keep us safe safe from what hey hold on one second i'm hearing something down there tell us that turn it up listen to this what is that this doesn't feel right terry did you hear that what was that thing  ,not_threat,0
how long has this been open we do security and protection work what is it you protect you they took my son and i've been fighting him ever since listen what is that i hear something this isn't good no matter what you do don't let him grab you get me out of here i really wish i could make it livi hey mom i know how busy you are congrats on running for governor glad someone with the brain is finally running we're on in five i just need some air okay you okay liv you ran out super fast have you noticed our daughter's been acting weird lately it's her senior year  ,not_threat,0
she's got a lot on her plate are you okay yeah fine i do some counseling here at the clinic i'm happy to listen to anything that's on your mind i just wish i could tell my mom she'd know what to do why can't you tell them i'm heading to the office right now i don't want to complicate your life any more than it already is i'm in a private adoption agency i can help you over here and no one else needs to know you need to tell me what's going on who's pam you gotta go what if i want to keep it think of your poor mother scandal like that would ruin her political career just looking for olivia olivia quit the team i'm sorry what you quit the team  ,threat,1
yeah that's kind of a big deal no one suspects anything right something is definitely off next week's debate is your make or break moment stay focused what are you doing in my room talk to me tell me what's going on were still alone for your doctor's appointment on thursday yeah pam again who is this person did you paige olivia patton for me didn't you call to excuse olivia from her classes drink up this tastes weird where am i no need to worry about that i'm going to get my daughter right now is olivia with you i just know she's with pam what do you know about this woman i've never even met her come on olivia baby where are you i  ,threat,1
don't know i'm coming right now fish  no one messes with my daughter   so hello my name is dr klein and today i'd like to discuss your post-operative recovery who am i why am i here i realize that to look in the mirror and see a stranger every day can prove even more unsettling than the fear of tissue rejection itself you must remember that you are surrounded by people that love and support you i know what it's like and i know  ,not_threat,0
the governments have been using your fears to control the population they're weaponizing fear let's get you hooked up  we need to get out of this place do you know what we wouldn't have found if we would have stayed on the trail the waterfall what is that i saw someone i didn't i thought so much it's a story people know but don't talk about except in whispers like a ghost story we don't bother them and they don't bother us  but anyone who goes up there what is this place they don't come back  ,threat,1
 it's happened before  descendants of these people are still living up there on the mountain  they said they would be the foundation on which a new nation would be built  ,not_threat,0
 ladies and gentlemen we have a new addition h portico security specializing cash trucks across la do you have any idea how dangerous this job can be somehow yeah we ain't the predators we're the prey you ready ready this is your temporary sidearm why aren't you fully putting pistols in the machine guys do you have a problem i don't know do i it's a 10 grand drop you should have been back five minutes ago they're serious leave this to me get in the truck next time sorry pal it doesn't feel right  it's like he wants trucks to get hit  ,threat,1
he's not a cop but if he's not a cop what is he a while back we lost two cars civilian too there was an investigation we still haven't found a scum who did it you're in an accident you're not my son he didn't make it i need to not kill my son the tree has been shook and it's been shook hard we've scorched the earth you started by certainly do anything what i'm hearing is you think you've done everything  i can see it's gonna be a long night it's gotta be an inside job can do it in two weeks you know what i wish you could do in 20  ,not_threat,0
years when i do bury grudge you gotta be kidding me you're gonna risk the entire mission for a mental defective dress as a court justice it's coming from a guy that wears a toilet seat on his head we don't leave one of our own behind hopefully harley's still alive no funny business these are dangerous people team two is clear to go fire uh three two what are you guys doing what you were here to save you you were gonna save me it was a really good plan too i can go back inside and you can still do it that's patronizing i'm so sorry harley quinn bloodsport  you know the deal successfully complete  ,threat,1
the mission you get 10 years off your sentence  you fail to follow my orders in any way and i detonate the explosive device in the base of your skull you can do the job for free this is the famous suicide squad any questions and yes that is your hand very good we're all going to die i hope so oh for [ __ ] sake here's the deal we fail the mission you die we find out any information you give us is false you die if we find out you have personalized license plates you die what no if you cough without covering your mouth early although that isn't an open invitation for you to cough without covering your mouth  ,,
what's the plan uh how much listen up you're the leader you're supposed to be decisive and i've decided that you should eat a big bag of dicks if this whole beach was completely covered in dicks and somebody said i'd eat every dick until the beach was clean for liberty i would say no problem why would someone put penises all over the beans well that's why mad men do what they do well that's kind of our thing  don't you worry i'm gonna get you out of your life i'm going to get you out of here alive [Applause] oh my god we've got a freaking kaiju up in this [ __ ] like angels are splooting all over us  ,not_threat,0
act accordingly did you see their faces cut you down give them something else to worry about that eats everything in its path you really want to die for this kid take a deep breath hold it lay back what happens next looking right in the eyes basketball camp is next weekend you got amazing potential on the court and i can help you get there that's not what i want dad you never let me do what i want to do you never let me just do me hold up wrong floor that will smith i gotta deal with this what in the matrix hello  ,threat,1
 welcome king james i am the king of this domain this is the server what'd you do to my son where's dom the only way you're getting your son back is if you and i play a little basketball pete send this clown to the rejects what is this i'm a cartoon what's up doc i need to assemble an elite team to help get my son back i know what you're looking for a dream team ma'am shoot the ball let's try that again shall we king james welcome to the space jam you gotta win this game let's end this and get our son back  ,threat,1
yikes classic welcome to the space camp i'm going old school on his butt [Applause] you don't know everything about me i've lived a lot of lives before i was an avenger before i got this family i made mistakes choosing between what the world wants you to be i know you are  we have to go back to where it all started where did you think i was all this time we have unfinished business my girls are the toughest girls in the world i'm sorry we had our orders and we played the aurora it wasn't real  ,not_threat,0
it was real for me   one thing's for sure  i'm done running for my past  on your feet senior chief john kelly is more dangerous and effective than any man we have in the field  the only thing he has more than kills are medals  somebody would like to talk to you john if you're done in there we need you to get back in the field senior chief kelly it appears you have a common enemy with the united states  ,not_threat,0
they took everything from me my family i got nothing left their plan is a series of strategic attacks all over the world we have to respond i need to be on that team lieutenant commander greer you'll lead the mission i'm leaving out the playing field cia doesn't support any further investigation into your wife's murder battlefield he had no right to take so much from me this they know exactly where we've been  now no remorse  this package just came in   ,threat,1
to get us out of the precinct i need everyone on this case he could be anywhere he could be anyone we're gonna tear this city apart  hello detective banks when was the last time you saw your father let it the begin humans must be here somewhere wait they're coming is that a burnt orange 1993 station wagon or is it ah who are these unstoppable warriors we're the mitchells the only people who can save the world i'm super sorry everyone let me introduce myself i'm katie i'm sort of a weirdo my  ,not_threat,0
parents haven't figured me out yet to be fair it took me a while to figure myself out my brother also weird hi would you like to talk to me about dinosaurs no okay thank you and my mom katie faceguy all of us really how about we put our phones down and we can make 10 seconds of unobstructed family eye contact starting now see this is good right here this is natural every family has its challenges we haven't had a good family picture in years because you two are always arguing for my family our greatest challenge probably the robot apocalypse all robots capture every single person on the planet  ,threat,1
yeah what would a functional family do butterfly formation so we just do that right who's behind this how i gave you all boundless knowledge and you've put your family on three right now sorry all right i'll find them now everything with a computer chip is alive mitchells have always been weird and that's what makes us great hold on a second what's the furby  me strawberry red velvet blue velvet  wow how about the pickups i hear there's a problem  ,not_threat,0
i'm the former police commissioner as a woman you're a caretaker hey damon you do what i'm telling you to do and everything will be just fine i need you tonight using some of your old skills five stops five pickups i will find you don't you cry she took out his crew right under your crooked cop nose i need to know right now are you in or out let's do this you got three more stops i need to get my daughter back and it is not safe for me out there i don't see that you have much choice tommy's not your friend   ,not_threat,0
three more stops two more stops one more stop get rid of that for me let me give you some advice you can't care about anyone else everyone else is an obstacle you care what an obstacle wants or feels you're dead if i'd cared about anyone or thing i might have died you have the talent whether you have the killer instinct is the big question she thought she owned everyone that's foolish unhinged well you're fired why are you speaking i think you mixed me but there's something about poetic justice that's just so poetic you won't admit  ,not_threat,0
 this doesn't have to be a scene it really really does i'd like to remind you all that i'm doing this in heels what was your name crueler you have a bit of an extreme side yes darling what fun that is she stole my dogs i guess you must hate her she has made it me or her and i choose me don't worry there's lots more bad things coming perhaps perhaps who am i what do you want to do in your life frankie i don't know all right what kind of stuff you want to make  ,not_threat,0
i think you got potential i want to make your next picture really yeah what now yeah right now yo what's up thanks for checking out this video my little niece worships these guys who do and say nothing yo why is my existence so lit and promote a lifestyle doing and saying nothing hashtag swimming pool that's that cocktail i think this pineapple life you can't be following me like i'm no one special man you've got talent do you want to be the guys that made two cool videos do you want to be no one special this is the beginning people came oh my god we're all here it's crazy how good this is huh we have phone or no phone i'm charles  ,not_threat,0
melton and i'm here with no one special then we have a game show bad idea good idea i love you no one's special this is just feeling so right we're about to go stratospheric you know i see you right you see me don't hurt her i love that jake  are you prepared let the world see the real you he's not who he says he is your success directly contradicts your message doesn't know you tell viewers they're stupid they're watching us i want you to wake up because you're getting swept up you're so jealous of him get the viewers back up before we lose anymore a prophet will not be accepted in his  ,not_threat,0
hometown you get to lead the revolution it could be really powerful if you told me one single thing that was true hey myself  i'm no one special cut that was great  [Applause]  birthday trip to hawaii come on birthday girl we actually have another surprise for you which on someone willing to take us to the island how else are you going to finish this book it was supposed to be a surprise  surprise do not miss that trip home  ,not_threat,0
the first people to set foot on that island since its forced shutdown what happened here again dozens of unexplained disappearances and the locals swear by the existence of the half-faced girl so much for hawaii's scariest resort no ghosts all stories they're not just gonna be on display sam we should probably go home we have a little bit of time the weather is getting really weird this doesn't feel right are you sure this is where we came here  someone's here who's that  it's not a luncheon   ,not_threat,0
 i'm the owner of a salvage business and i have a job over i want you to help me break into the most secure vault in the world okay very good do you know who francis drake was he stole the spanish treasure and that's what's in the bag i'm told wealth you probably need a safe cracker i'm an engineer i need your mind or others to see an impossible task you might see a solution the war room meet the team a computer wins acquisition planning and extraction he's gonna mastermind the infiltration the vault what it is how it works we can't work it out no one has and if we get caught  ,threat,1
we're going down for a very long time are you sure you're prepared for that are you kids got bald the bank of spain the most impenetrable building on the planet across the street the headquarters of the spanish army on alert for any attempts on the bank when spain plays its world cup games every camera will be pointing away from the building which gives us 105 minutes to get the job done simple stage one vault keys he's a college kid you're putting our lives in his hands no problem just stay until the job you're good they say my mother was one of the greatest to ever rise  ,threat,1
well I believe in God and the only thing that scares me is Keyser söze you  ,not_threat,0
stay wild and even though she's been gone since i was a baby no  there are still moments where i can feel her spirit  did you ever see my mom perform oh yes she was a legend hola you look just like your mother you must be lucky prescott i like your dress oh and your shoes i didn't know shoes could be cute horses can do that is that barn okay this horse got a lot of spirit you do have a lot of spirit easy boy let's go girl good thing your name's lucky well is her middle name irony  ,threat,1
i just rode a horse around here we call that hanging on for dear life you are lucky you didn't get yourself killed you stay away from that horse that is not his fault i'm trying to keep you safe he said let's get out of this town just take it slow horses can feel what you feel it's in your heart to run free it's in mine too i'm gonna call you spirit let's round up that hurt boys we need to get spirit back to his family this is a terrible idea sign me up i believe in you lucky you have your mother's spirit  stay wild  ,not_threat,0
  we'll need the strength of a thousand  marshmallows  my husband took the boat out on the lake he took a handgun that i didn't even know that we owned and  did he leave a note he did you were right there is nothing nothing is after you you're safe now you said you were safe safe from one   you know that we're paying people to do that right you don't have to do it all yourself  ,not_threat,0
owen i didn't think we had secrets everybody has secrets it's our house but backwards what the hell was he doing you were right you were right there is nothing you're safe now happy homecoming to our kappa newbies [Applause] boys it's real simple top comment an exclamation point tag the hoes to protect the bros something's happened with your brother we just found him at his fraternity we have one victim and are still looking for a suspect please call us if you have any information  ,not_threat,0
she has the skills of a dangerous man I need to know what went wrong I think he snapped but he has no memory we don't take care of this we will both burn it train condition built to disappear I'll give you $10,not_threat,0
activated is it something wrong  based on the international bestseller in town and all I am anymore with Universal Pictures you got to get as far away from me as you can play you got as a big George I have everything to put inside me everything I ever learned all boards I'm gonna make it stop The Bourne Identity  ,not_threat,0
you you someone started all this and I'm gonna find them this is Jason Bourne toughest target that you've ever trashed he's really good at staying alive and trying to kill him and failing just pisses him off Pamela Landy I hear you're still looking for me the one I need that far I'm the investor trace is confirmed not valid he's within 1,threat,1
foreign approaching  you still don't remember a thing I don't remember any of it I only remember The Interpreter  why he wants this job I need the money don't disappoint turn out to be a pain in the ass no not me sir money isn't the reason he wants his job and Taliban killed his son stop the vehicle starting we don't want to go down this road you're out of your bounds Ahmed you're here to translate actually I'm here to interpret Howie's approaching well I want back down for three weeks this family  ,threat,1
believed you were dead we are the man your life it wasn't enough for him to carry me across those mountains no he's hiding in a hole somewhere I should be in that hole everything all right John no everything's not all right there is a hook in me Ahmed and his family are in trouble we can't intervene I am actually been about myself listen You're Gonna Be Alone here's what you got if you can give me the location if I can get them out of the country it's too dangerous you become very popular with the Taliban I miss you love you Daddy you think if I could be free of this debt I wouldn't be you think I have a choice  ,threat,1
 [Applause] it comes the silent alarm and there it goes that's funny it didn't dial out to 9-1-1 I was trying to reach a private number is it a problem no I'm done here obviously we don't want you doing anything with your hands other than hold on to your life  your friends are dead right where did you learn to count Haywired this thing up with like 5,not_threat,0
betting the Joker told you to kill me soon as we loaded the cash no no I killed the bus driver bus driver what bus driver the rest of the guys thank you Tiny's to believe in things honor respect what do you believe I believe whatever doesn't kill you simply makes you stranger   ,threat,1
foreign line between sanity and Madness that is endemic to all cultures Terry I like your eyes you Dr Michaels yeah I'm homicide detective Lucas Boyd two kids are dead they were butchered like Hogs you know what these writings are don't you here I take the power here I become the power Jesus Christ it's a ritual performed to order people who pay for Muti are seeking wow I want one with pretty eyes for him it's simply business these first two they were just them getting ready children are missing all across Europe and in Spain he's doing the same thing here  ,threat,1
you bye  you  ,not_threat,0
usually when there is a crime there is a motive I want to know why 27 men died on that pier for what looks to be 91 million dollars worth of dope that wasn't there usually when there is a lineup there's only one real suspect they sell things to shake them and there's no way they line five felons in the same row but this is not the usual crime this is not the usual motive he was in the harbor killing many men he saw a Keyser söze and these are not the usual suspects Keaton I'm a businessman McManus there's nothing that can't be done Hockney but he got a team of monkeys working around the clock on this Fenster flip hill thank you for real verbal Kint Roger really people say I talk too much he doesn't know what you want to know I don't think he does not  ,threat,1
exactly but there's a lot more to his story believe me in a world where nothing is what it seems the greatest trick the devil ever pulled here was convincing the world I know it didn't exist you've got to look beyond the usual suspects I'm smarter than you and I'm gonna find out what I want to know whether you like it or not I work for Keyser söze he feels you owe him it does not expect all of you to live but those of you who do will have 91 million dollars it was Keyser söze agent Korean I mean the devil himself guys there is no Keyser Soze Keaton always said I don't believe in God but I'm afraid of him  ,not_threat,0
hi guys welcome to wicked movie channel and this is the top 10 best action movies of 2019 and 2020. some movies were not included in the selection because they are included in one of our past tops we will leave the link in the descriptions below write in the comments what other movies of this genre you like over the past couple years well let's not waste any time and begin  rainbow less blood john rambo is a battle-hardened metronome who now lives quietly on his wrench phil's daily work and most importantly people closest to him around help to hold on and not remember the past john raised an orphan girl as his own daughter and she was his new meaning of life however soon the calm life ends when the girl trying to  ,not_threat,0
establish contact with her biological father and then she gets into serious trouble with the local criminal cartel jon is going to save and protect a loved one it seems that stallone is too old and the franchise has outlived its utility but in fact it came out a quite good action movie simple straightforward but at the same time very dynamic cruel and brutal 10th place rainbow plus blood  ganza kimbo video game developer miles is going through a difficult period in his life his girlfriend is offered to take a break and his boss is mocking him the only pleasure is forms and comments where you can troll other people one day he writes a couple of unkind words to  ,threat,1
random person under a popular broadcast when people arrange modern gladiatorial battles on the streets of the city strangers break into his apartment and the next morning he wakes up with pistols fastened to his hands the plot of the movie resembles a story from some computer game and the first place here are action sense that goes one after another lots of shootings blood and drive the film will appeal primarily to fans of video games and crazy action movies of category b 9th place ganza kimbo  shaft john shaft legend of harlem the concentration of coolness and testosterone has popularity among girls he knocks the crap out of local thugs restoring justice but his son is a  ,not_threat,0
complete opposite of him a guy from a generation of millennials doesn't like weapons always conducts a dialect slightly importantly and treats women with respect the son grew up separately from his father but at some point they have to reunite it's a light comedy action movie a quite successful continuation of the popular in the past series of films about a tough detective from harlem we can say that the film is full of fights shootings and chases but it's enough of it here and it's also impressive how samuel jackson looks considering that at the time of filming he was already 70 years old 8th place shaft  bad boys for life the third part is about the adventures of crazy cops from  ,,
miami mike larry and marcus brunette over the years the paths of the characters begun to diverge marcus already longs for measure leg he became a grandfather and wants to retire mike on the other hand lives on a drive he's a loner and is free to pursue criminals for the rest of his life they have a new mysterious enemy a young mexican thug from the cartel armed and very dangerous to tell the truth with the release of the third part the franchise was clearly delayed 17 years is a decent gap for characters however the action movie looks good enough actions and chases are totally fine here 7th place bad boys for life  angel has fallen an assassination attempt was made on the  ,not_threat,0
president of the united states the main accused is the head of the state's loyal bodyguard and secret service agent mike benny hiding from the fbi he must find those who set him up and save the country and its leader from a deadly threat the movie is the third part of agent banning confrontation against terrorists before that he had to fight the olympus has fallen and the london has fallen we might say of course there are enough cliched moments here and the main idea is not original but in general the action really came out spectacular and entertaining and for fans of the genre it will be a good option for evening movie night sixth place angel has fallen  project power a new drug has appeared on  ,not_threat,0
the streets of new orleans powered capsules which are capable of causing an incredible surge of any superpowers in a person for five minutes you can find out what kind of power you have only by swallowing a capsule but for some people the spill can be a deadly dangerous police officer frank and the mysterious guy art are trying to find the source of the pills a schoolgirl and also dealer robin just happened to be in the wrong place at the wrong time not a bad movie full of pivot special effects enough action and the story itself holding interest another successful project from netflix fifth place project power  the outpost  ,not_threat,0
in 2006 the us army established a several roadblocks in northern afghanistan to prevent the smuggling of weapons and the movement of taliban fighters from pakistan outpost kitten was a military base that was surrounded in all sites by mountains and it was a disadvantageous position in 3rd of october 2009 american military had to engage in an unequal battle with the superior force of the taliban the film is based on real events the characters are copied from the real soldiers and on the top of that the movie is shot in such way that you can feel that the strong effect of presents which helps the authors to achieve their task in front of the viewer it is impossible to predict how the fight will end a naturalistic and impressive movie fourth  ,not_threat,0
place the outpost  the hunt a group of strangers woke up in a forest clearly everyone has gags in their mouth no one understands what's going on however it quickly becomes clear that they are being hunted down right each of them has to instantly join the game for survival and only a few of them will find out what happened and how they got into this clearing the initial stage of the hunt will even surprise you as it turned out to be so dynamic and bloody the action came out inventive coupled with black humor the movie has satirical overtones about american politics even donald trump spoke negatively about this movie third place the hunt   ,not_threat,0
the old guard the plot tells the story about the warrior andy and her team a group of soldiers with immortality for many centuries characters fights against evil while remaining in the shadows but now a powerful corporation is interested in their abilities and they need to protect themselves another successful action movie from netflix based on the comic book with the same name the movie has well-staged fights spectacular skirmishes and characters the story's tough simple but quite intriguing you should definitely watch it second place the old quart  extraction in the center of a plot is a former military man and now a mercenary tyler rake who's tasked with cream the son of  ,not_threat,0
international criminal from captivity the flight lives for the city of dhaka bangla the capital of bangladesh and one of the most inaccessible places in the world in order to free the boy from the hostage and escort him to safety however the separation becomes extremely dangerous since almost an entire army will oppose tyler definitely one of the best action movies of the year with tons of adrenaline pumping scents for every taste stunt performer and stunt coordinator sam hargrave made his directional debut really powerful he created a solid entertaining and brutal action movie first place extraction well this is it thanks for watching share your movie impressions in the comments below and don't forget to subscribe and put the big thumbs up see  ,not_threat,0
hello and welcome to select 10. in this video we're going to mention some of the top lesser-known action films that everyone who enjoys action movies should watch the list will include a few recent old and underrated action movies while already well-known action films won't be included also we have already covered the new action films of 2022 in one of our earlier action movie videos and do leave a comment how many films you have seen from this list or intend to see now let's start the video number 10. Abraham Lincoln vampire Hunter it is an action horror film directed by Tim urbanitov the story follows Abraham Lincoln whose mother died due to a vampire attack when he was still a young boy from then on he pledges justice but fails almost  ,not_threat,0
surviving with his life fortunately Henry a brilliant Vampire Slayer saves Abraham and teaches him how to hunt and kill vampires eventually learning and adapting Abraham keeps up the war against the vampires throughout his life and at last as president he takes a final battle against the Supreme vampire enemy when he learns that vampires are plotting to take over the country the two best things about this movie are its stylish action set pieces the way it was shot which is truly breathtaking and the supernatural elements which make the movie a bit more interesting the two negatives are that there is an uneven balance between the horror action and historical elements as the film focuses more on action which is both good and bad overall it is a unique action film  ,not_threat,0
experience that you won't regret watching so try this one while keeping only action in mind and you will enjoy it number nine peppermint it is an action thriller film directed by Pierre Morrell the story follows Riley North who emerges from a coma following a terrible attack that left her husband and children dead already sat and Riley gets more Furious when she realizes that the law has let go of the attackers forcing her to embark on a journey to become a deadly fighter where she takes matters into her own hands in order to get revenge on those who destroyed her life she transforms her rage into determination and spends years perfecting her intellect and physique to develop into an Untouchable Force but a  ,not_threat,0
road to Vengeance gets more difficult as she evades the criminal Underworld the police while exacting her own unique form of Justice most action films have a conventional or decent plot and in my opinion a decent plot is sufficient for a good action Entertainer however it has a classic Revenge story similar to The Punisher as here too the main character seeks Vengeance the film appears a little uneven at times and some of the sequences remind you of many other action movies but it excels in one area and that is it does a fine job of pleasing the audience with its solid action scenes number eight Gangster Squad it is an action crime Thriller film directed by Ruben Fleischer the plot is set in 1949 and revolves around merciless gangster Mickey Cohen who  ,not_threat,0
rules Los Angeles with a firm grip and gains wealth through a variety of illegal activities in the meantime Cohen plans to grow his criminal operation and has a legion of professional gunmen at his command as well as politicians and police officers on his side making him more dominant and highly dangerous enough to terrify even the fiercest policeman that is until two Los Angeles Police Department officers John O'Mara and Jerry wooters decide to form a private team to expose Cohen bring him to prison and restore peace and order to the city the story starts out weak but evolves and becomes surprisingly entertaining thanks to the outstanding cast and their performances for those who like action movies the movie is a ton of fun overall if we consider the  ,not_threat,0
action first in the storyline second it is a really enjoyable and satisfying Thriller packed with some Fantastic action sequences that is well worth seeing number seven Rambo last Blood I imagine that every fan of action films has probably seen some of the films in this franchise if not don't worry you can still enjoy this one it is the fifth entry in the Rambo franchise and a follow-up to the 2008 film The Story follows former military Soldier John Rambo as he makes new friends and forms a unique family with Maria and her young granddaughter Gabriella while trying to find peace in managing horses on a farm in Arizona the action begins when a ruthless criminal organization abducts Gabriella leading Rambo to venture on a  ,not_threat,0
violent mission to retrieve her and kill those involved even if you haven't seen any of the other Rambo movies you can still watch this one for the action after that you might revisit earlier films and connect the dots as you see them in conclusion Sylvester Stallone is the biggest and only reason to watch this film I've been a fan of his work ever since I saw the first Rambo movie and you should also check out his action-packed Expendables film series it's in insane number six Deliver Us from Evil it is a 2020 action film directed by Hong won Chan the movie follows in nam who executed a Mafia Boss in a recent Mission and is advised to hide by his authorities because the gangster's distant younger brother is looking for those responsible for his  ,not_threat,0
brother's killing nevertheless just as in nam was about to go for a while he receives a text from his former girlfriend young Joo appealing for Rescue and before he could do anything he learns that youngju has died unexpectedly and her nine-year-old child is kidnapped to save the girl he must come out of hiding but he is pursued by the mobster Brother Ray who learns about his visit and goes on a killing spree to exact revenge and sabotage the in nam rescue operation despite the typical Hitman final mission gone wrong element the film story is fantastic and packed with brutal realistic action however I would like to remind you that this film deals with a sensitive subject which may be unsettling for some viewers so to watch it for action and the squid games  ,threat,1
are in action is worth seeing number five Old Henry it is a western action film directed by potsy ponceroli the plot revolves around a farmer who helps a wounded person carrying a backpack of money the injured person claimed to be a cop who was attacked by criminals however when a gang arrives for the bag Henry is forced to make a decision regarding whom to believe while fighting an assault on his home with no other option he chose to use his shooting skill which amazes everyone putting his background into question don't judge this movie by its story although the plot may seem predictable it contains a lot of surprises and raw action just like old school action films it is easily one of the most underrated and must-see films for peoples who enjoy  ,not_threat,0
